num,kanji,meanings,grade,jlpt,readings,unicode
1692,卑,lowly:base:vile:vulgar,8,1,いや.しい:いや.しむ:いや.しめる:ヒ,5351
1693,飛,fly:skip (pages):scatter,4,2,と.ぶ:と.ばす:-と.ばす:ヒ,98db
1694,疲,exhausted:tire:weary,8,2,つか.れる:-づか.れ:つか.らす:ヒ,75b2
1695,秘,secret:conceal,6,1,ひ.める:ひそ.か:かく.す:ヒ,79d8
1696,被,incur:cover:veil:brood over:shelter:wear:put on:be exposed (film):receiving,8,2,こうむ.る:おお.う:かぶ.る:かぶ.せる:ヒ,88ab
1697,悲,grieve:sad:deplore:regret,3,2,かな.しい:かな.しむ:ヒ,60b2
1698,扉,front door:title page:front page,8,1,とびら:ヒ,6249
1699,費,expense:cost:spend:consume:waste,4,2,つい.やす:つい.える:ヒ,8cbb
1700,碑,tombstone:monument,8,1,いしぶみ:ヒ,7891
1701,罷,quit:stop:leave:withdraw:go,8,1,まか.り-:や.める:ヒ,7f77
1702,避,evade:avoid:avert:ward off:shirk:shun,8,1,さ.ける:よ.ける:ヒ,907f
1703,尾,tail:end:counter for fish:lower slope of mountain,8,1,お:ビ,5c3e
1704,眉,eyebrow,8,1,まゆ:ビ:ミ,7709
1705,美,beauty:beautiful,3,2,うつく.しい:ビ:ミ,7f8e
1706,備,equip:provision:preparation,5,2,そな.える:そな.わる:つぶさ.に:ビ,5099
1707,微,delicate:minuteness:insignificance,8,1,かす.か:ビ,5fae
1708,鼻,nose:snout,3,2,はな:ビ,9f3b
1709,膝,knee:lap,8,,ひざ:シツ,819d
1710,肘,elbow:arm,8,,ひじ:チュウ,8098
1711,匹,equal:head:counter for small animals:roll of cloth,8,2,ひき:ヒツ,5339
1712,必,invariably:certain:inevitable,4,2,かなら.ず:ヒツ,5fc5
1713,泌,ooze:flow:soak in:penetrate:secrete,8,1,ヒツ:ヒ,6ccc
1714,筆,writing brush:writing:painting brush:handwriting,3,2,ふで:ヒツ,7b46
1715,姫,princess,8,1,ひめ:ひめ-:キ,59eb
1716,百,hundred,1,4,もも:ヒャク:ビャク,767e
1717,氷,icicle:ice:hail:freeze:congeal,3,2,こおり:ひ:こお.る:ヒョウ,6c37
1718,表,surface:table:chart:diagram,3,2,おもて:-おもて:あらわ.す:あらわ.れる:あら.わす:ヒョウ,8868
1719,俵,bag:bale:sack:counter for bags,5,1,たわら:ヒョウ,4ff5
1720,票,ballot:label:ticket:sign,4,1,ヒョウ,7968
1721,評,evaluate:criticism:comment,5,2,ヒョウ,8a55
1722,漂,drift:float (on liquid),8,1,ただよ.う:ヒョウ,6f02
1723,標,signpost:seal:mark:stamp:imprint:symbol:emblem:trademark:evidence:souvenir:target,4,2,しるべ:しるし:ヒョウ,6a19
1724,苗,seedling:sapling:shoot,8,1,なえ:なわ-:ビョウ:ミョウ,82d7
1725,秒,second (1/60 minute),3,2,ビョウ,79d2
1726,病,ill:sick,3,3,や.む:-や.み:やまい:ビョウ:ヘイ,75c5
1727,描,sketch:compose:write:draw:paint,8,1,えが.く:か.く:ビョウ,63cf
1728,猫,cat,8,2,ねこ:ビョウ,732b
1729,品,goods:refinement:dignity:article:counter for meal courses,3,3,しな:ヒン:ホン,54c1
1730,浜,seacoast:beach:seashore,8,1,はま:ヒン,6d5c
1731,貧,poverty:poor,5,2,まず.しい:ヒン:ビン,8ca7
1732,賓,V.I.P.:guest,8,1,ヒン,8cd3
1733,頻,repeatedly:recur,8,1,しき.りに:ヒン,983b
1734,敏,cleverness:agile:alert,8,1,さとい:ビン,654f
1735,瓶,bottle:vial:jar:jug:vat:urn,8,1,かめ:ビン,74f6
1736,不,negative:non-:bad:ugly:clumsy,4,3,フ:ブ,4e0d
1737,夫,husband:man,4,2,おっと:それ:フ:フウ:ブ,592b
1738,父,father,2,4,ちち:フ,7236
1739,付,adhere:attach:refer to:append,4,2,つ.ける:-つ.ける:-づ.ける:つ.け:つ.け-:-つ.け:-づ.け:-づけ:つ.く:-づ.く:つ.き:-つ.き:-つき:-づ.き:-づき:フ,4ed8
1740,布,linen:cloth:spread:distribute,5,2,ぬの:フ,5e03
1741,扶,aid:help:assist,8,1,たす.ける:フ,6276
1742,府,borough:urban prefecture:govt office:representative body:storehouse,4,2,フ,5e9c
1743,怖,dreadful:be frightened:fearful,8,2,こわ.い:こわ.がる:お.じる:おそ.れる:フ:ホ,6016
1744,阜,hill:mound:left village radical (no. 170),8,,フ:フウ,961c
1745,附,affixed:attach:refer to:append,8,1,つ.ける:つ.く:フ,9644
1746,訃,obituary,8,,しらせ:フ,8a03
1747,負,defeat:negative:-:minus:bear:owe:assume a responsibility,3,2,ま.ける:ま.かす:お.う:フ,8ca0
1748,赴,proceed:get:become:tend,8,1,おもむ.く:フ,8d74
1749,浮,floating:float:rise to surface,8,2,う.く:う.かれる:う.かぶ:む:う.かべる:フ,6d6e
1750,婦,lady:woman:wife:bride,5,2,よめ:フ,5a66
1751,符,token:sign:mark:tally:charm,8,2,フ,7b26
1752,富,wealth:enrich:abundant,5,2,と.む:とみ:フ:フウ,5bcc
1753,普,universal:wide(ly):generally:Prussia,8,2,あまね.く:あまねし:フ,666e
1754,腐,rot:decay:sour,8,1,くさ.る:-くさ.る:くさ.れる:くさ.れ:くさ.らす:くさ.す:フ,8150
1755,敷,spread:pave:sit:promulgate,8,1,し.く:-し.き:フ,6577
1756,膚,skin:body:grain:texture:disposition,8,2,はだ:フ,819a
1757,賦,levy:ode:prose:poem:tribute:installment,8,1,フ:ブ,8ce6
1758,譜,musical score:music:note:staff:table:genealogy,8,1,フ,8b5c
1759,侮,scorn:despise:make light of:contempt,8,1,あなど.る:あなず.る:ブ,4fae
1760,武,warrior:military:chivalry:arms,5,2,たけ:たけ.し:ブ:ム,6b66
1761,部,section:bureau:dept:class:copy:part:portion:counter for copies of a newspaper or magazine,3,2,-べ:ブ,90e8
1762,舞,dance:flit:circle:wheel,8,2,ま.う:-ま.う:まい:ブ,821e
1763,封,seal:closing,8,2,フウ:ホウ,5c01
1764,風,wind:air:style:manner,2,3,かぜ:かざ-:-かぜ:フウ:フ,98a8
1765,伏,prostrated:bend down:bow:cover:lay (pipes),8,1,ふ.せる:ふ.す:フク,4f0f
1766,服,clothing:admit:obey:discharge,3,3,フク,670d
1767,副,vice-:assistant:aide:duplicate:copy,4,2,フク,526f
1768,幅,hanging scroll:width,8,2,はば:フク,5e45
1769,復,restore:return to:revert:resume,5,2,また:フク,5fa9
1770,福,blessing:fortune:luck:wealth,3,2,フク,798f
1771,腹,abdomen:belly:stomach,6,2,はら:フク,8179
1772,複,duplicate:double:compound:multiple,5,2,フク,8907
1773,覆,capsize:cover:shade:mantle:be ruined,8,1,おお.う:くつがえ.す:くつがえ.る:フク,8986
1774,払,pay:clear out:prune:banish:dispose of,8,2,はら.う:-はら.い:-ばら.い:フツ:ヒツ:ホツ,6255
1775,沸,seethe:boil:ferment:uproar:breed,8,2,わ.く:わ.かす:フツ,6cb8
1776,仏,Buddha:the dead:France,5,2,ほとけ:ブツ:フツ,4ecf
1777,物,thing:object:matter,3,3,もの:もの-:ブツ:モツ,7269
1778,粉,flour:powder:dust,4,2,デシメートル:こ:こな:フン,7c89
1779,紛,distract:be mistaken for:go astray:divert,8,1,まぎ.れる:-まぎ.れ:まぎ.らす:まぎ.らわす:まぎ.らわしい:フン,7d1b
1780,雰,atmosphere:fog,8,1,フン,96f0
1781,噴,erupt:spout:emit:flush out,8,1,ふ.く:フン,5674
1782,墳,tomb:mound,8,1,フン,58b3
1783,憤,aroused:resent:be indignant:anger,8,1,いきどお.る:フン,61a4
1784,奮,stirred up:be invigorated:flourish,6,1,ふる.う:フン,596e
1785,分,part:minute of time:segment:share:degree:one's lot:duty:understand:know:rate:1%:chances:shaku/100,2,4,わ.ける:わ.け:わ.かれる:わ.かる:わ.かつ:ブン:フン:ブ,5206
1786,文,sentence:literature:style:art:decoration:figures:plan:literary radical (no. 67),1,3,ふみ:あや:ブン:モン,6587
1787,聞,hear:ask:listen,2,4,き.く:き.こえる:ブン:モン,805e
1788,丙,third class:3rd:3rd calendar sign,8,1,ひのえ:ヘイ,4e19
1789,平,even:flat:peace,3,2,たい.ら:-だいら:ひら:ひら-:ヘイ:ビョウ:ヒョウ,5e73
1790,兵,soldier:private:troops:army:warfare:strategy:tactics,4,2,つわもの:ヘイ:ヒョウ,5175
1791,併,join:get together:unite:collective,8,1,あわ.せる:ヘイ,4f75
1792,並,row:and:besides:as well as:line up:rank with:rival:equal,6,2,な.み:なみ:なら.べる:なら.ぶ:なら.びに:ヘイ:ホウ,4e26
1793,柄,design:pattern:build:nature:character:handle:crank:grip:knob:shaft,8,1,がら:え:つか:ヘイ,67c4
1794,陛,highness:steps (of throne),6,1,ヘイ,965b
1795,閉,closed:shut,6,2,と.じる:と.ざす:し.める:し.まる:た.てる:ヘイ,9589
1796,塀,fence:wall:(kokuji),8,1,ヘイ:ベイ,5840
1797,幣,cash:bad habit:humble prefix:gift:Shinto offerings of cloth:rope:cut paper,8,1,ぬさ:ヘイ,5e63
1798,弊,abuse:evil:vice:breakage,8,1,ヘイ,5f0a
1799,蔽,cover:shade:mantle:capsize:be ruined,8,,おお.う:おお.い:ヘイ:ヘツ:フツ,853d
1800,餅,mochi rice cake,8,,もち:もちい:ヘイ:ヒョウ,9905
1801,米,rice:USA:metre,2,2,こめ:よね:ベイ:マイ:メエトル,7c73
1802,壁,wall:lining (stomach):fence,8,2,かべ:ヘキ,58c1
1803,璧,sphere:ball,8,,たま:ヘキ,74a7
1804,癖,mannerism:habit:vice:trait:fault:kink,8,1,くせ:くせ.に:ヘキ,7656
1805,別,separate:branch off:diverge:fork:another:extra:specially,4,3,わか.れる:わ.ける:ベツ,5225
1806,蔑,ignore:despise:neglect:ridicule,8,,ないがしろ:なみ.する:くらい:さげす.む:ベツ,8511
1807,片,one-sided:leaf:sheet:right-side kata radical (no. 91),6,2,かた-:かた:ヘン,7247
1808,辺,environs:boundary:border:vicinity,4,2,あた.り:ほと.り:-べ:ヘン,8fba
1809,返,return:answer:fade:repay,3,2,かえ.す:-かえ.す:かえ.る:-かえ.る:ヘン,8fd4
1810,変,unusual:change:strange,4,2,か.わる:か.わり:か.える:ヘン,5909
1811,偏,partial:side:left-side radical:inclining:biased,8,1,かたよ.る:ヘン,504f
1812,遍,everywhere:times:widely:generally,8,1,あまね.く:ヘン,904d
1813,編,compilation:knit:plait:braid:twist:editing:completed poem:part of a book,5,2,あ.む:-あ.み:ヘン,7de8
1814,弁,valve:petal:braid:speech:dialect:discrimination:dispose of:distinguish:conical cap,5,1,かんむり:わきま.える:わ.ける:はなびら:あらそ.う:ベン:ヘン,5f01
1815,便,convenience:facility:excrement:feces:letter:chance,4,3,たよ.り:ベン:ビン,4fbf
1816,勉,exertion:endeavour:encourage:strive:make effort:diligent,3,3,つと.める:ベン,52c9
1817,歩,walk:counter for steps,2,3,ある.く:あゆ.む:ホ:ブ:フ,6b69
1818,保,protect:guarantee:keep:preserve:sustain:support,5,2,たも.つ:ホ:ホウ,4fdd
1819,哺,nurse:suckle,8,,はぐく.む:ふく.む:ホ,54fa
1820,捕,catch:capture,8,2,と.らえる:と.らわれる:と.る:とら.える:とら.われる:つか.まえる:つか.まる:ホ,6355
1821,補,supplement:supply:make good:offset:compensate:assistant:learner,6,2,おぎな.う:ホ,88dc
1822,舗,shop:store:pave,8,1,ホ,8217
1823,母,mother,2,4,はは:も:ボ,6bcd
1824,募,recruit:campaign:gather (contributions):enlist:grow violent,8,2,つの.る:ボ,52df
1825,墓,grave:tomb,5,1,はか:ボ,5893
1826,慕,pining:yearn for:love dearly:adore,8,1,した.う:ボ,6155
1827,暮,evening:twilight:season's end:livelihood:make a living:spend time,6,2,く.れる:く.らす:ボ,66ae
1828,簿,register:record book,8,1,ボ,7c3f
1829,方,direction:person:alternative,2,3,かた:-かた:-がた:ホウ,65b9
1830,包,wrap:pack up:cover:conceal,4,2,つつ.む:くる.む:ホウ,5305
1831,芳,perfume:balmy:favorable:fragrant,8,1,かんば.しい:ホウ,82b3
1832,邦,home country:country:Japan,8,1,くに:ホウ,90a6
1833,奉,observance:offer:present:dedicate,8,1,たてまつ.る:まつ.る:ほう.ずる:ホウ:ブ,5949
1834,宝,treasure:wealth:valuables,6,2,たから:ホウ,5b9d
1835,抱,embrace:hug:hold in arms,8,2,だ.く:いだ.く:かか.える:ホウ,62b1
1836,放,set free:release:fire:shoot:emit:banish:liberate,3,2,はな.す:-っぱな.し:はな.つ:はな.れる:こ.く:ほう.る:ホウ,653e
1837,法,method:law:rule:principle:model:system,4,2,のり:ホウ:ハッ:ホッ:フラン,6cd5
1838,泡,bubbles:foam:suds:froth,8,1,あわ:ホウ,6ce1
1839,胞,placenta:sac:sheath,8,1,ホウ,80de
1840,俸,stipend:salary,8,1,ホウ,4ff8
1841,倣,emulate:imitate,8,1,なら.う:ホウ,5023
1842,峰,summit:peak,8,1,みね:ね:ホウ,5cf0
1843,砲,cannon:gun,8,1,ホウ,7832
1844,崩,crumble:die:demolish:level,8,1,くず.れる:-くず.れ:くず.す:ホウ,5d29
1845,訪,call on:visit:look up:offer sympathy,6,2,おとず.れる:たず.ねる:と.う:ホウ,8a2a
1846,報,report:news:reward:retribution,5,2,むく.いる:ホウ,5831
1847,蜂,bee:wasp:hornet,8,,はち:ホウ,8702
1848,豊,bountiful:excellent:rich,5,2,ゆた.か:とよ:ホウ:ブ,8c4a
1849,飽,sated:tired of:bored:satiate,8,1,あ.きる:あ.かす:あ.く:ホウ,98fd
1850,褒,praise:extol,8,1,ほ.める:ホウ,8912
1851,縫,sew:stitch:embroider,8,1,ぬ.う:ホウ,7e2b
1852,亡,deceased:the late:dying:perish,6,2,な.い:な.き-:ほろ.びる:ほろ.ぶ:ほろ.ぼす:ボウ:モウ,4ea1
1853,乏,destitution:scarce:limited,8,1,とぼ.しい:とも.しい:ボウ,4e4f
1854,忙,busy:occupied:restless,8,2,いそが.しい:せわ.しい:おそ.れる:うれえるさま:ボウ:モウ,5fd9
1855,坊,boy:priest's residence:priest,8,2,ボウ:ボッ,574a
1856,妨,disturb:prevent:hamper:obstruct,8,1,さまた.げる:ボウ,59a8
1857,忘,forget,6,2,わす.れる:ボウ,5fd8
1858,防,ward off:defend:protect:resist,5,2,ふせ.ぐ:ボウ,9632
1859,房,tassel:tuft:fringe:bunch:lock (hair):segment (orange):house:room,8,1,ふさ:ボウ,623f
1860,肪,obese:fat,8,1,ボウ,80aa
1861,某,so-and-so:one:a certain:that person,8,1,それがし:なにがし:ボウ,67d0
1862,冒,risk:face:defy:dare:damage:assume (a name),8,1,おか.す:ボウ,5192
1863,剖,divide,8,1,ボウ,5256
1864,紡,spinning,8,1,つむ.ぐ:ボウ,7d21
1865,望,ambition:full moon:hope:desire:aspire to:expect,4,2,のぞ.む:もち:ボウ:モウ,671b
1866,傍,bystander:side:besides:while:nearby:third person,8,1,かたわ.ら:わき:おか-:はた:そば:ボウ,508d
1867,帽,cap:headgear,8,2,ずきん:おお.う:ボウ:モウ,5e3d
1868,棒,rod:stick:cane:pole:club:line,6,2,ボウ,68d2
1869,貿,trade:exchange,5,2,ボウ,8cbf
1870,貌,form:appearance:countenance,8,,かたち:かたどる:ボウ:バク,8c8c
1871,暴,outburst:rave:fret:force:violence:cruelty:outrage,5,2,あば.く:あば.れる:ボウ:バク,66b4
1872,膨,swell:get fat:thick,8,1,ふく.らむ:ふく.れる:ボウ,81a8
1873,謀,conspire:cheat:impose on:plan:devise:scheme:have in mind:deceive,8,1,はか.る:たばか.る:はかりごと:ボウ:ム,8b00
1874,頰,cheeks:jaw,8,,ほお:ほほ:キョウ,9830
1875,北,north,2,4,きた:ホク,5317
1876,木,tree:wood,1,4,き:こ-:ボク:モク,6728
1877,朴,crude:simple:plain:docile,8,1,ほう:ほお:えのき:ボク,6734
1878,牧,breed:care for:shepherd:feed:pasture,4,1,まき:ボク,7267
1879,睦,intimate:friendly:harmonious,8,1,むつ.まじい:むつ.む:むつ.ぶ:ボク:モク,7766
1880,僕,me:I (male):servant:manservant,8,1,しもべ:ボク,50d5
1881,墨,black ink:India ink:ink stick:Mexico,8,1,すみ:ボク,58a8
1882,撲,slap:strike:hit:beat:tell:speak,8,1,ボク,64b2
1883,没,drown:sink:hide:fall into:disappear:die,8,1,おぼ.れる:しず.む:ない:ボツ:モツ,6ca1
1884,勃,suddenness:rise,8,,おこ.る:にわかに:ボツ:ホツ,52c3
1885,堀,ditch:moat:canal,8,1,ほり:クツ,5800
1886,本,book:present:main:origin:true:real:counter for long cylindrical things,1,4,もと:ホン,672c
1887,奔,run:bustle,8,1,はし.る:ホン,5954
1888,翻,flip:turn over:wave:flutter:change (mind),8,1,ひるがえ.る:ひるがえ.す:ホン:ハン,7ffb
1889,凡,commonplace:ordinary:mediocre,8,1,およ.そ:おうよ.そ:すべ.て:ボン:ハン,51e1
1890,盆,basin:lantern festival:tray,8,1,ボン,76c6
1891,麻,hemp:flax:numb,8,1,あさ:マ:マア,9ebb
1892,摩,chafe:rub:polish:grind:scrape,8,1,ま.する:さす.る:す.る:マ,6469
1893,磨,grind:polish:scour:improve:brush (teeth),8,2,みが.く:す.る:マ,78e8
1894,魔,witch:demon:evil spirit,8,1,マ,9b54
1895,毎,every,2,4,ごと:-ごと.に:マイ,6bce
1896,妹,younger sister,2,3,いもうと:マイ,59b9
1897,枚,sheet of...:counter for flat thin objects or sheets,6,2,マイ:バイ,679a
1898,昧,dark:foolish,8,,くら.い:むさぼ.る:マイ:バイ,6627
1899,埋,bury:be filled up:embedded,8,2,う.める:う.まる:う.もれる:うず.める:うず.まる:い.ける:マイ,57cb
1900,幕,curtain:bunting:act of play,6,1,とばり:マク:バク,5e55
1901,膜,membrane,8,1,マク,819c
1902,枕,pillow,8,,まくら:チン:シン,6795
1903,又,or again:furthermore:on the other hand,8,1,また:また-:また.の-:ユウ,53c8
1904,末,end:close:tip:powder:posterity,4,2,すえ:マツ:バツ,672b
1905,抹,rub:paint:erase,8,1,マツ,62b9
1906,万,ten thousand:10000,2,4,よろず:マン:バン,4e07
1907,満,full:fullness:enough:satisfy,4,2,み.ちる:み.つ:み.たす:マン:バン,6e80
1908,慢,ridicule:laziness,8,1,マン,6162
1909,漫,cartoon:involuntarily:unrestrained:in spite of oneself:corrupt,8,1,みだり.に:そぞ.ろ:マン,6f2b
1910,未,un-:not yet:hitherto:still:even now:sign of the ram:1-3PM:eighth sign of Chinese zodiac,4,2,いま.だ:ま.だ:ひつじ:ミ:ビ,672a
1911,味,flavor:taste,3,3,あじ:あじ.わう:ミ,5473
1912,魅,fascination:charm:bewitch,8,1,ミ,9b45
1913,岬,headland:cape:spit:promontory,8,1,みさき:コウ,5cac
1914,密,secrecy:density (pop):minuteness:carefulness,6,1,ひそ.か:ミツ,5bc6
1915,蜜,honey:nectar:molasses,8,,ミツ:ビツ,871c
1916,脈,vein:pulse:hope,4,1,すじ:ミャク,8108
1917,妙,exquisite:strange:queer:mystery:miracle:excellent:delicate:charming,8,1,たえ:ミョウ:ビョウ,5999
1918,民,people:nation:subjects,4,3,たみ:ミン,6c11
1919,眠,sleep:die:sleepy,8,2,ねむ.る:ねむ.い:ミン,7720
1920,矛,halberd:arms:festival float,8,1,ほこ:ム:ボウ,77db
1921,務,task:duties,5,2,つと.める:ム,52d9
1922,無,nothingness:none:ain't:nothing:nil:not,4,2,な.い:ム:ブ,7121
1923,夢,dream:vision:illusion,5,2,ゆめ:ゆめ.みる:くら.い:ム:ボウ,5922
1924,霧,fog:mist,8,1,きり:ム:ボウ:ブ,9727
1925,娘,daughter:girl,8,2,むすめ:こ:ジョウ,5a18
1926,名,name:noted:distinguished:reputation,1,4,な:-な:メイ:ミョウ,540d
1927,命,fate:command:decree:destiny:life:appoint,3,2,いのち:メイ:ミョウ,547d
1928,明,bright:light,2,3,あ.かり:あか.るい:あか.るむ:あか.らむ:あき.らか:あ.ける:-あ.け:あ.く:あ.くる:あ.かす:メイ:ミョウ:ミン,660e
1929,迷,astray:be perplexed:in doubt:lost:err:illusion,5,2,まよ.う:メイ,8ff7
1930,冥,dark,8,,くら.い:メイ:ミョウ,51a5
1931,盟,alliance:oath,6,1,メイ,76df
1932,銘,inscription:signature (of artisan),8,1,メイ,9298
1933,鳴,chirp:cry:bark:sound:ring:echo:honk,2,2,な.く:な.る:な.らす:メイ,9cf4
1934,滅,destroy:ruin:overthrow:perish,8,1,ほろ.びる:ほろ.ぶ:ほろ.ぼす:メツ,6ec5
1935,免,excuse:dismissal,8,1,まぬか.れる:まぬが.れる:メン,514d
1936,面,mask:face:features:surface,3,2,おも:おもて:つら:メン:ベン,9762
1937,綿,cotton,5,2,わた:メン,7dbf
1938,麺,noodles:wheat flour,8,,むぎこ:メン:ベン,9eba
1939,茂,overgrown:grow thick:be luxuriant,8,1,しげ.る:モ,8302
1940,模,imitation:copy:mock,6,1,モ:ボ,6a21
1941,毛,fur:hair:feather:down,2,2,け:モウ,6bdb
1942,妄,delusion:unnecessarily:without authority:reckless,8,1,みだ.りに:モウ:ボウ,5984
1943,盲,blind:blind man:ignoramus,8,1,めくら:モウ,76f2
1944,耗,decrease,8,1,モウ:コウ,8017
1945,猛,fierce:rave:rush:become furious:wildness:strength,8,1,モウ,731b
1946,網,netting:network,8,1,あみ:モウ,7db2
1947,目,eye:class:look:insight:experience:care:favor,1,4,め:-め:ま-:モク:ボク,76ee
1948,黙,silence:become silent:stop speaking:leave as is,8,1,だま.る:もだ.す:モク:ボク,9ed9
1949,門,gate:counter for cannons,2,3,かど:と:モン,9580
1950,紋,family crest:figures,8,1,モン,7d0b
1951,問,question:ask:problem,3,3,と.う:と.い:とん:モン,554f
1952,冶,melting:smelting,8,1,い.る:ヤ,51b6
1953,夜,night:evening,2,3,よ:よる:ヤ,591c
1954,野,plains:field:rustic:civilian life,2,3,の:の-:ヤ:ショ,91ce
1955,弥,all the more:increasingly,8,1,や:いや:いよ.いよ:わた.る:ミ:ビ,5f25
1956,厄,unlucky:misfortune:bad luck:disaster,8,1,ヤク,5384
1957,役,duty:war:campaign:drafted labor:office:service:role,3,2,ヤク:エキ,5f79
1958,約,promise:approximately:shrink,4,2,つづ.まる:つづ.める:つづま.やか:ヤク,7d04
1959,訳,translate:reason:circumstance:case,6,1,わけ:ヤク,8a33
1960,薬,medicine:chemical:enamel:gunpowder:benefit,3,3,くすり:ヤク,85ac
1961,躍,leap:dance:skip,8,1,おど.る:ヤク,8e8d
1962,闇,get dark:gloom:disorder,8,,やみ:くら.い:アン:オン,95c7
1963,由,wherefore:a reason,3,2,よし:よ.る:ユ:ユウ:ユイ,7531
1964,油,oil:fat,3,2,あぶら:ユ:ユウ,6cb9
1965,喩,metaphor:compare,8,,たと.える:さと.す:ユ,55a9
1966,愉,pleasure:happy:rejoice,8,1,たの.しい:たの.しむ:ユ,6109
1967,諭,rebuke:admonish:charge:warn:persuade,8,1,さと.す:ユ,8aed
1968,輸,transport:send:be inferior,5,2,ユ:シュ,8f38
1969,癒,healing:cure:quench (thirst):wreak,8,1,い.える:いや.す:い.やす:ユ,7652
1970,唯,solely:only:merely:simply,8,1,ただ:ユイ:イ,552f
1971,友,friend,2,4,とも:ユウ,53cb
1972,有,possess:have:exist:happen:occur:approx,3,3,あ.る:ユウ:ウ,6709
1973,勇,courage:cheer up:be in high spirits:bravery:heroism,4,2,いさ.む:ユウ,52c7
1974,幽,seclude:confine to a room:deep:profound:secluded:faint:dark:tranquil:calm,8,1,ふか.い:かす.か:くら.い:しろ.い:ユウ,5e7d
1975,悠,permanence:distant:long time:leisure,8,1,ユウ,60a0
1976,郵,mail:stagecoach stop,6,2,ユウ,90f5
1977,湧,boil:ferment:seethe:uproar:breed,8,1,わ.く:ユウ:ヨウ:ユ,6e67
1978,猶,furthermore:still:yet,8,1,なお:ユウ:ユ,7336
1979,裕,abundant:rich:fertile,8,1,ユウ,88d5
1980,遊,play,3,2,あそ.ぶ:あそ.ばす:ユウ:ユ,904a
1981,雄,masculine:male:hero:leader:superiority:excellence,8,1,お-:おす:おん:ユウ,96c4
1982,誘,entice:lead:tempt:invite:ask:call for:seduce:allure,8,1,さそ.う:いざな.う:ユウ,8a98
1983,憂,melancholy:grieve:lament:be anxious:sad:unhappy,8,1,うれ.える:うれ.い:う.い:う.き:ユウ,6182
1984,融,dissolve:melt,8,1,と.ける:と.かす:ユウ,878d
1985,優,tenderness:excel:surpass:actor:superiority:gentleness,6,2,やさ.しい:すぐ.れる:まさ.る:ユウ:ウ,512a
1986,与,bestow:participate in:give:award:impart:provide:cause:gift:godsend,8,2,あた.える:あずか.る:くみ.する:ともに:ヨ,4e0e
1987,予,beforehand:previous:myself:I,3,2,あらかじ.め:ヨ:シャ,4e88
1988,余,too much:myself:surplus:other:remainder,5,2,あま.る:あま.り:あま.す:あんま.り:ヨ,4f59
1989,誉,reputation:praise:honor:glory,8,1,ほま.れ:ほ.める:ヨ,8a89
1990,預,deposit:custody:leave with:entrust to,5,2,あず.ける:あず.かる:ヨ,9810
1991,幼,infancy:childhood,6,2,おさな.い:ヨウ,5e7c
1992,用,utilize:business:service:use:employ,2,3,もち.いる:ヨウ,7528
1993,羊,sheep,3,1,ひつじ:ヨウ,7f8a
1994,妖,attractive:bewitching:calamity,8,,あや.しい:なま.めく:わざわ.い:ヨウ,5996
1995,洋,ocean:sea:foreign:Western style,3,3,ヨウ,6d0b
1996,要,need:main point:essence:pivot:key to,4,2,い.る:かなめ:ヨウ,8981
1997,容,contain:form:looks,5,2,い.れる:ヨウ,5bb9
1998,庸,commonplace:ordinary:employment,8,1,ヨウ,5eb8
1999,揚,raise:elevate:hoist:praise:extol:fry in deep fat,8,1,あ.げる:-あ.げ:あ.がる:ヨウ,63da
2000,揺,swing:shake:sway:rock:tremble:vibrate,8,1,ゆ.れる:ゆ.る:ゆ.らぐ:ゆ.るぐ:ゆ.する:ゆ.さぶる:ゆ.すぶる:うご.く:ヨウ,63fa
2001,葉,leaf:plane:lobe:needle:blade:spear:counter for flat things:fragment:piece,3,2,は:ヨウ,8449
2002,陽,sunshine:yang principle:positive:male:heaven:daytime,3,2,ひ:ヨウ,967d
2003,溶,melt:dissolve:thaw,8,2,と.ける:と.かす:と.く:ヨウ,6eb6
2004,腰,loins:hips:waist:low wainscoting,8,2,こし:ヨウ,8170
2005,様,Esq.:way:manner:situation:polite suffix,3,2,さま:さん:ヨウ:ショウ,69d8
2006,瘍,swelling:boil:tumor,8,,かさ:ヨウ,760d
2007,踊,jump:dance:leap:skip,8,2,おど.る:ヨウ,8e0a
2008,窯,kiln:oven:furnace,8,1,かま:ヨウ,7aaf
2009,養,foster:bring up:rear:develop:nurture,4,1,やしな.う:ヨウ:リョウ,990a
2010,擁,hug:embrace:possess:protect:lead,8,1,ヨウ,64c1
2011,謡,song:sing:ballad:noh chanting,8,1,うた.い:うた.う:ヨウ,8b21
2012,曜,weekday,2,3,ヨウ,66dc
2013,抑,repress:well:now:in the first place:push:shove:press:seal:do in spite of,8,1,おさ.える:ヨク,6291
2014,沃,fertility,8,,そそ.ぐ:ヨウ:ヨク:オク,6c83
2015,浴,bathe:be favored with:bask in,4,2,あ.びる:あ.びせる:ヨク,6d74
2016,欲,longing:covetousness:greed:passion:desire:craving,6,2,ほっ.する:ほ.しい:ヨク,6b32
2017,翌,the following:next,6,2,ヨク,7fcc
2018,翼,wing:plane:flank,8,1,つばさ:ヨク,7ffc
2019,拉,Latin:kidnap:crush,8,,らっ.する:ひし.ぐ:くだ.く:ラツ:ラ:ロウ,62c9
2020,裸,naked:nude:uncovered:partially clothed,8,1,はだか:ラ,88f8
2021,羅,gauze:thin silk:Rome:arrange:spread out,8,1,うすもの:ラ,7f85
