kanji,meanings
擬,mimic:aim (a gun) at:nominate:imitate
疑,doubt:distrust:be suspicious:question
虐,tyrannize:oppress
虚,void:emptiness:unpreparedness:crack:fissure:untruth
靴,shoes
熊,bear
傾,lean:incline:tilt:trend:wane:sink:ruin:bias
稽,think:consider
詣,visit a temple:arrive:attain
劇,drama:play
此,this:current:next:coming:last:past
頃,time:about:toward
砦,fort:stronghold:entrenchments
匙,spoon
屍,corpse
指,finger:point to:indicate:put into:play (chess):measure (ruler)
旨,delicious:relish:show a liking for:purport:will:clever:expert
死,death:die
紫,purple:violet
脂,fat:grease:tallow:lard:rosin:gum:tar
雌,feminine:female
叱,scold:reprove
柴,brush:firewood
蛇,snake:serpent:hard drinker
葬,interment:bury:shelve
詑,deceive:delude
柁,rudder:helm:wheel
舵,rudder:helm:wheel
陀,steep
態,attitude:condition:figure:appearance:voice (of verbs)
泥,mud:mire:adhere to:be attached to
鴇,wild goose:madam of a brothel:crested ibis
尼,nun
能,ability:talent:skill:capacity
背,stature:height:back:behind:disobey:defy:go back on:rebel
櫨,wax tree:sumac
罷,quit:stop:leave:withdraw:go
髭,beard:mustache
膚,skin:body:grain:texture:disposition
北,north
牝,female
慮,prudence:thought:concern:consider:deliberate:fear
佗,proud:lonely
呰,blame:censure:damage:this
嘴,beak:bill
囮,decoy:lure:stool pigeon
埖,garbage:refuse:(kokuji)
它,other
嶷,wise
廬,hermitage
怩,shame
戲,play:frolic:sport
據,to occupy:take possession of:a base
擺,push open
昵,reconcile:become intimate
歔,cry
沱,flowing of tears
潁,name of a Chinese river
瀘,name of river in China
爐,fireplace:stove:oven:furnace
疵,crack:flaw:scratch:speck
瘧,ague:intermittent fever
癡,foolish
皀,fragrant:grain
盧,hut
眤,glance at:gaze at
眥,outside the corner of the eye
眦,corner of the eyes:eyesockets
硴,oyster:(kokuji)
礙,obstruct:hinder:block:deter
糀,malt:(kokuji)
羆,brown bear
肄,learn:striving:effort
臚,skin:tell:report
艫,bow:prow:stern
葹,cocklebur
蘆,reed:rush
虍,tiger spots:mottled:tiger or tiger crown radical (no. 141)
虔,respect
觜,beak:bill
訛,accent:dialect
謔,sport with
貲,treasure:assets:pay a fine
轤,pulley
遽,fear:agitation:confusion:hurry
醵,contribution for a feast (potluck)
釶,halberd
鉈,hatchet
錵,holmium:pattern on sword blade
鑢,file:rasp
鑪,hearth:fireplace:furnace
顱,head:skull
駝,hunchback:load
驢,donkey
髢,wig
鮨,sushi:seasoned rice
鱸,sea bass
鴕,Chinese ostrich
医,doctor:medicine
堰,dam:prevent:stop up
巨,gigantic:big:large:great
拒,repel:refuse:reject:decline
渠,ditch:canal:lock
距,long-distance:spur:fetlock
匡,correct:save:assist
匠,artisan:workman:carpenter
臣,retainer:subject
枢,hinge:pivot:door
匝,go around
匪,negation:wicked person
偃,dam:weir
傴,bend over:stoop:bow
匯,whirl:swirl
匱,chest:coffer:rice tub
區,ward:district
嘔,vomit:nauseated
奩,lady's vanity case:trousseau
嫗,old woman:mother
嶇,steep
框,framework
榧,Japanese nutmeg:plum-yew
樞,pivot:door
櫃,chest:coffer:tub
歐,Europe
毆,beat:fight with fists:hit:to strike:brawl
炬,torch:signal fire
煕,shine
甌,small jar:jug
筐,bamboo basket
箍,barrel hoop
謳,extol:declare:express
醫,medicine
頤,chin:jaw
驅,spur a horse on:expel:drive away
熙,bright:sunny:prosperous:merry
梓,catalpa tree:woodblock printing
斡,go around:rule:administer
箇,counter for articles
壊,demolition:break:destroy
懐,pocket:feelings:heart:yearn:miss someone:become attached to:bosom:breast
革,leather:skin:reform:become serious
叶,grant:answer
干,dry:parch:ebb:recede:interfere:intercede
幹,tree trunk:main part:talent:capability
韓,Korea
伎,deed:skill
岐,branch off:fork in road:scene:arena:theater
妓,stretch:singing girl:geisha:prostitute
技,skill:art:craft:ability:feat:performance:vocation:arts
居,reside:to be:exist:live with
鋸,saw (cuts wood)
粁,kilometer:(kokuji)
苦,suffering:trial:worry:hardship:feel bitter:scowl
計,plot:plan:scheme:measure
戟,halbert:arms
個,individual:counter for articles
古,old
固,harden:set:clot:curdle
姑,mother-in-law
故,happenstance:especially:intentionally:reason:cause:circumstances:the late:therefore:consequently
枯,wither:die:dry up:be seasoned
湖,lake
糊,paste:glue:sizing
胡,barbarian:foreign
鈷,cobalt
鼓,drum:beat:rouse:muster
瑚,ancestral offering receptacle:coral
醐,boiled butter
降,descend:precipitate:fall:surrender
宰,superintend:manager:rule
支,branch:support:sustain:branch radical (no. 65)
枝,bough:branch:twig:limb:counter for branches
肢,limb:arms & legs
辞,resign:word:term:expression
什,utensil:thing:ten
汁,soup:juice:broth:sap:gravy:pus
循,sequential:follow
楯,shield:buckler:pretext
準,semi-:correspond to:proportionate to:conform:imitate
盾,shield:escutcheon:pretext
彰,patent:clear
樟,camphor
章,badge:chapter:composition:poem:design
障,hinder:hurt:harm
埴,clay
植,plant
殖,augment:increase:multiply:raise
辛,spicy:bitter:hot:acrid
針,needle:pin:staple:stinger
迅,swift:fast
粋,chic:style:purity:essence:pith:cream:elite:choice
酔,drunk:feel sick:poisoned:elated:spellbound
据,set:lay a foundation:install:equip:squat down:sit down
裾,cuff:hem:foot of mountain
棲,live:dwell
蝉,cicada
専,specialty:exclusive:mainly:solely
戦,war:battle:match
禅,Zen:silent meditation
早,early:fast
草,grass:weeds:herbs:pasture:write:draft
賊,burglar:rebel:traitor:robber
騨,dappled grey horse
卓,eminent:table:desk:high
単,simple:one:single:merely
箪,bamboo rice basket
弾,bullet:twang:flip:snap
置,placement:put:set:deposit:leave behind:keep:employ:pawn
衷,inmost:heart:mind:inside
朝,morning:dynasty:regime:epoch:period:(North) Korea
潮,tide:salt water:opportunity
聴,listen:headstrong:naughty:careful inquiry
辻,crossing:crossroad:street corners:(kokuji)
潰,crush:smash:break:dissipate
悼,lament:grieve over
徳,benevolence:virtue:goodness:commanding respect
遁,flee:escape:shirk:evade:set free
牌,label:signboard:medal:mahjong tiles
隼,falcon
卑,lowly:base:vile:vulgar
碑,tombstone:monument
避,evade:avoid:avert:ward off:shirk:shun
稗,humble:deccan grass
廟,mausoleum:shrine:palace
阜,hill:mound:left village radical (no. 170)
噴,erupt:spout:emit:flush out
墳,tomb:mound
憤,aroused:resent:be indignant:anger
僻,prejudice:bias:rural area
壁,wall:lining (stomach):fence
癖,mannerism:habit:vice:trait:fault:kink
穂,ear:ear (grain):head:crest (wave)
膨,swell:get fat:thick
枠,frame:framework:spindle:spool:bounding-box:(kokuji)
估,price:business:selling
倨,pride:squatting with legs outstretched
伜,son:my son
倬,large:clear:remarkable
俾,tutor
做,make
僂,bend over
僖,enjoyment:pleasure
卆,soldier:private:die
卉,grass
叟,old person
啅,noisy:peck at:chirping:twittering
單,one:single:simple
嘲,ridicule:insult
囀,sing:chirp:warble:chatter
團,association
夲,advance quickly:to go back and forth:origin:source
婢,maidservant
嬖,agreeable person
專,specialty:exclusive:mainly:solely
屐,clog
嶂,steep:lofty
廳,hall:central room
廰,government office
悳,ethics:morality:virtue
怙,depend:rely on:father
忰,suffer:become emaciated:haggard
懽,rejoice
掉,shake & move
摶,roll into a ball:slap
擘,tear up
棹,pole a boat
楜,pepper
權,authority:power:rights
槹,well sweep
槫,hearse
橲,Japanese storax:used in proper names
檗,Amur or Chinese cork tree
蘗,stump:sprout
蘖,sprout
欟,keyaki:zelkova tree:(kokuji)
歡,delight:joy
殫,become exhausted:all
沽,price:buying & selling
涸,dry up:mature
滓,dregs:grounds
溲,urine
灌,pour
滷,brine
潭,deep water:deep
澎,turbulent water
澣,wash
濆,gush forth
熹,burn:faint light
璋,ceremonial jeweled implement
璧,sphere:ball
瓣,petal:valve
瓧,ten grams:(kokuji)
甓,floor tiles
痼,chronic illness
痺,palsy:become numb:paralysed
瘴,miasma
皋,the high land along a river
睥,glare at
瞽,blind person
禧,fortunate:auspicious
稙,early-maturing rice
竍,decalitre:(kokuji)
簟,a type of bamboo:round bamboo lunchbox
籵,dekametre:(kokuji)
綽,loose:lenient
縡,breath:life
辮,braid
罩,fish basket kept in water
聽,careful enquiry:headstrong
脾,spleen
臂,elbow
葫,garlic
蕈,mushroom:toadstool:fungus
薜,type of vine
蛄,mole cricket:cicada
蝴,butterfly
蠎,python:boa constrictor
裨,help
襌,thin kimono:undergarment
褝,thin kimono:undergarment
襞,pleat:fold:tuck:crease
覃,extend:deep:large
觀,outlook:look:appearance:condition:view
詁,exegesis:critical analysis of classical texts
譚,talk
譬,illustrate
讙,noisy:disputatious
貭,matter:material:substance
賁,decorate
跂,stand on tiptoes
踞,crouch:cower
躄,crawl:cripple
轉,shift:move:turn
辜,sin:crime
辟,false:punish:crime:law
辯,speech:dialect
錮,confinement:to tie
鐔,sword guard:hilt
鑵,steam boiler
闡,clarify
闢,open
霹,thunder
顴,cheekbone
餬,rice broth
驩,greetings:be happy:celebrate
鱆,octopus
鱚,sillaginoid:(kokuji)
鴣,partridge
鵯,brown eared bulbul
鸛,Japanese stork
鹵,salt
鹽,salt
鮎,freshwater trout:smelt
外,outside
掛,hang:suspend:depend:arrive at:tax:pour
砧,fulling block
卦,a divination sign
罫,ruled line
寂,loneliness:quietly:mellow:mature:death of a priest
叔,uncle:youth
淑,graceful:gentle:pure
上,above:up
占,fortune-telling:divining:forecasting:occupy:hold:have:get:take
帖,quire (of paper):bundle of seaweed:counter for screens:notebook
偵,spy
貞,upright:chastity:constancy:righteousness
禎,happiness:blessed:good fortune:auspicious
店,store:shop
貼,stick:paste:apply
点,spot:point:mark:speck:decimal point
督,coach:command:urge:lead:supervise
苫,rush matting
粘,sticky:glutinous:greasy:persevere
赴,proceed:get:become:tend
朴,crude:simple:plain:docile
仆,fall:lie down:bend
俶,beginning:good:excel
圷,low-lying land:(kokuji)
垰,mountain pass:ancient kuni:low ground:(kokuji)
岾,mountain
幀,making books or scrolls
拈,twirl:twist:twiddle:wring
梺,base of a mountain:(kokuji)
椒,Japanese pepper tree
槭,maple tree
沾,moisten:wet:soak:touch
濾,filter
碵,cornerstone:large:great:eminent
站,stop:halt
笘,whip:cane:wooden writing slate
粲,bright
菽,beans
裃,old ceremonial garb:samurai garb:(kokuji)
褂,ancient ordinary kimono
覘,peep:peek
訃,obituary
迯,escape:flee:abscond:dodge
遉,as might be expected
閇,shut:close:obstruct:block up
霑,moisten:water:soak
鞐,clamp:fastener:(kokuji)
颪,wind from mountains:(kokuji)
黏,stick to:glutinous:sticky:glue
點,point:mark:speck:decimal pt
宛,address:just like:fortunately
卯,sign of the hare or rabbit:fourth sign of Chinese zodiac:5-7AM:east
怨,grudge:show resentment:be jealous
苑,garden:farm:park
鴛,male mandarin duck
却,instead:on the contrary:rather:step back:withdraw:retreat
脚,skids:leg:undercarriage:lower part:base
禦,defend:protect:resist:ward off
卿,you:lord:secretary:state minister
仰,face-up:look up:depend:seek:respect:rever:drink:take
櫛,comb
迎,welcome:meet:greet
昂,rise
節,node:season:period:occasion:verse:clause:stanza:honor:joint:knuckle:knob:knot:tune:melody
即,instant:namely:as is:conform:agree:adapt
叩,strike:beat:kow tow:hit:thrash:criticize
服,clothing:admit:obey:discharge
命,fate:command:decree:destiny:life:appoint
厄,unlucky:misfortune:bad luck:disaster
柳,willow
抑,repress:well:now:in the first place:push:shove:press:seal:do in spite of
領,jurisdiction:dominion:territory:fief:reign
令,orders:laws:command:decree:good
嶺,peak:summit
怜,wise
玲,sound of jewels
苓,plant:herb:mushroom
鈴,small bell:buzzer
零,zero:spill:overflow:nothing:cipher
椀,wooden or lacquered bowl
碗,porcelain bowl:tea cup
腕,arm:ability:talent
卮,large goblet:apt:fitting
夘,sign of the hare or rabbit:fourth sign of Chinese zodiac:5-7AM:east
喞,speak resentfully
婉,graceful
扼,command:dominate:prevent:obstruct
掵,alluvial terraced land
昴,the Pleiades
澪,water route:shipping channel
笵,bamboo frame:law
箙,quiver
羚,antelope
聊,slightly
聆,listening:realizing
范,bee:law:casting mould
蛉,dragonfly:moon moth
蜿,meandering
詭,lie:deceive
豌,pea
軛,yoke
鋺,metal bowl
阨,obstruct:distress:narrow
餾,steaming rice
鮠,dace (carp):(kokuji)
鴒,wagtail
圧,pressure:push:overwhelm:oppress:dominate
厭,get tired of:satiate:bore:dislike:disagreeable:unwelcome
仮,sham:temporary:interim:assumed (name):informal
恢,wide:large:enlarge
灰,ashes:puckery juice:cremate
崖,cliff:bluff:precipice
涯,horizon:shore:limit:bound
蛎,oyster
岸,beach
巌,rock:crag:boulder
贋,counterfeit:forgery
雁,wild goose
願,petition:request:vow:wish:hope
原,meadow:original:primitive:field:plain:prairie:tundra:wilderness
厳,stern:strictness:severity:rigidity
源,source:origin
厚,thick:heavy:rich:kind:cordial:brazen:shameless
坂,slope:incline:hill
阪,heights:slope
辱,embarrass:humiliate:shame
唇,lips
娠,with child:pregnancy
振,shake:wave:wag:swing
震,quake:shake:tremble:quiver:shiver
厨,kitchen
糎,centimeter:(kokuji)
辰,sign of the dragon:7-9AM:fifth sign of Chinese zodiac:shin dragon radical (no. 161)
炭,charcoal:coal
砺,whetstone:polish
栃,horse chestnut:(kokuji)
派,faction:group:party:clique:sect:school
反,anti-
叛,disobey:defy:go back on:rebel:rebellion
板,plank:board:plate:stage
版,printing block:printing plate:edition:impression:label
班,squad:corps:unit:group
販,marketing:sell:trade
飯,meal:boiled rice
備,equip:provision:preparation
返,return:answer:fade:repay
脈,vein:pulse:hope
厘,rin:1/10 sen:1/10 bu
暦,calendar:almanac
歴,curriculum:continuation:passage of time
蕨,bracken:fernbrake
儼,serious:untouched:solemnly:majestically
厠,privy:toilet
厦,house
厥,that
啀,wrangle:growl at
嚴,strictness:severity:rigidity
壓,pressure
壥,fine residence:shop:store
宸,eaves:palace:imperial courtesy
崕,cliff:bluff:precipice
巖,rock:crag:boulder
巵,large winecup:apt:fitting
愿,respectful:honest
憊,fatigue
梔,gardenia
櫪,manger:fodder trough:horse barn
殷,flourishing
汳,proper name
瀝,dropping
獗,storm around:be crazy
甅,centigram:(kokuji)
癧,swollen neck glands
皈,homecoming:arrive at:lead to:result in
睚,glare:angry look
礪,whetstone:polish
竰,centilitre:(kokuji)
糒,dried boiled rice
糲,unpolished rice
纒,wear:wrap:tie:follow around:collect
蠣,oyster
詼,jest
詬,ridicule
蹶,stumble
軅,soon after:presently:almost:all but:no more than:after all:falcoln:hawk
轣,creaking sound
逅,meet
鈑,sheet metal
靂,violent:thunder:lightening
靨,dimple
鞴,bellows
顏,face:expression
鴈,wild goose
鳫,wild goose
黶,mole:scar:blemish
挨,approach:draw near:push open
握,grip:hold:mould sushi:bribe
渥,kindness:moisten
鯵,horse mackerel
飴,rice jelly:candy
瓜,melon
屋,roof:house:shop:dealer:seller
蓋,cover:lid:flap
拡,broaden:extend:expand:enlarge
去,gone:past:quit:leave:elapse:eliminate:divorce
強,strong
怯,cowardice:wince:flinch:hesitate:waver
広,wide:broad:spacious
弘,vast:broad:wide
鉱,mineral:ore
砿,ore
参,nonplussed:three (in documents):going:coming:visiting:visit:be defeated:die:be madly in love:participate:take part in
惨,wretched:disaster:cruelty:harsh
始,commence:begin
私,private:I:me
至,climax:arrive:proceed:reach:attain:result in
治,reign:be at peace:calm down:subdue:quell:govt:cure:heal:rule:conserve
室,room:apartment:chamber:greenhouse:cellar
怠,neglect:laziness
胎,womb:uterus
苔,moss:lichen
台,pedestal:a stand:counter for machines and vehicles
致,doth:do:send:forward:cause:exert:incur:engage
倒,overthrow:fall:collapse:drop:break down
套,accumulate:big and long:hackneyed
到,arrival:proceed:reach:attain:result in
蛭,leech
払,pay:clear out:prune:banish:dispose of
仏,Buddha:the dead:France
弁,valve:petal:braid:speech:dialect:discrimination:dispose of:distinguish:conical cap
法,method:law:rule:principle:model:system
鉾,halberd:arms:festival float
殆,almost:quite:really
牟,pupil (eye):moo (cow sound)
姪,niece
劉,weapon of war:logging axe:kill en masse:peeling (paint off a wall, etc):sparse:faded
俟,wait:depend on
傳,summon:propagate:transmit
參,three:going:coming:visiting
簒,rob
咥,laugh:chew:eat
嚠,a clear sound
垤,anthill:hill
埃,dust
峅,shrine in the mountains:(kokuji)
幄,curtain
怡,rejoice:enjoy
慘,sad:pitiful:wretched:cruel
抬,lift:carry
昿,extensive:wide:broad:empty
桎,fetters
桙,halberd
椡,type of oak:(kokuji)
榁,needle juniper:(kokuji)
欸,exclamation
泓,deep clear water
溘,sudden:unexpected
滲,imbued with
琺,enamel
畚,basket:hamper
盍,come together:congregate:meet:cover
眸,pupil of the eye
矣,sentence particle
竢,wait for:wait until:as soon as
笞,whip:rod:scourge:crime punishable by flogging
絋,cotton wadding
紿,deceive
緻,fine (i.e. not coarse)
繦,string of coins:child's obi:nappy
耋,old:elderly
肆,four
腟,vagina
蔘,luxurious growth of grass
襁,diaper
詒,deceive:cheat:give:leave behind
貽,leave behind:gift
輊,low
闔,doors
颱,typhoon
駘,stupid
驂,extra driver or horse
鰺,horse mackerel
鵄,kite:horned owl:wine cups
鴾,crested ibis
鰻,eel
暇,spare time:rest:leisure:time:leave of absence
蝦,shrimp:prawn:lobster
霞,be hazy:grow dim:blurred
怪,suspicious:mystery:apparition
獲,seize:get:find:earn:acquire:can:may:able to
穫,harvest:reap
樫,evergreen oak:(kokuji)
鰹,bonito
極,poles:settlement:conclusion:end:highest rank:electric poles:very:extremely:most:highly:10**48
緊,tense:solid:hard:reliable:tight
桑,mulberry
径,diameter:path:method
経,sutra:longitude:pass thru:expire:warp
茎,stalk:stem
軽,lightly:trifling:unimportant
頚,neck:head
堅,strict:hard:solid:tough:tight:reliable
賢,intelligent:wise:wisdom:cleverness
護,safeguard:protect
最,utmost:most:extreme
撮,snapshot:take pictures
燦,brilliant
餐,eat:drink:swallow
取,take:fetch:take up
趣,purport:gist:elegance:interest:proceed to:tend:become
叙,confer:relate:narrate:describe
腎,kidney
諏,consult
頗,prejudiced:exceedingly
隻,vessels:counter for ships:fish:birds:arrows:one of a pair
叢,plexus:clump of bushes:thicket
掻,scratch:rake:comb:paddle:behead
痩,get thin
騒,boisterous:make noise:clamor:disturb:excite
竪,length:height:warp
綴,compose:spell:write:bind (books)
渡,transit:ford:ferry:cross:import:deliver:diameter:migrate
鍍,plating:gilding
度,degrees:occurrence:time:counter for occurrences:consider:attitude
奴,guy:slave:manservant:fellow
怒,angry:be offended
畷,rice field ridge path
蚤,flea
波,waves:billows:Poland
破,rend:rip:tear:break:destroy:defeat:frustrate
婆,old woman:grandma:wet nurse
彼,he:that:the
披,expose:open
疲,exhausted:tire:weary
皮,pelt:skin:hide:leather:skin radical (no. 107)
被,incur:cover:veil:brood over:shelter:wear:put on:be exposed (film):receiving
簸,winnow:fan
慢,ridicule:laziness
漫,cartoon:involuntarily:unrestrained:in spite of oneself:corrupt
蔓,vine:tendril:influence:connections:good offices:spread:sprawl:thrive:rampant:powerful
雙,pair:set:comparison:counter for pairs
曼,wide:beautiful
燮,moderate:alleviate:boil over low heat
呶,noisy
啜,suck:sip
坡,dike:dam:slope:bank
娵,marry:bride
娶,marry:arrange a marriage
孥,child:wife and children:servant:slave
帑,money repository
幔,curtain
弩,bow (arrow)
慳,regret:stinginess
拏,catch:arrest
掫,night watch:rake
攫,abduct
樶,knot in wood
玻,glass
矍,surprise & confusion
碆,arrowhead:weight attached to an arrow by a cord
縵,unpatterned silk:loose
艘,counter for small boats
菠,spinach
蘰,surname:(kokuji)
蠖,inchworm:geometer
謾,despise
豎,vertical:child
跛,lame:lameness:odd shoe
輙,sides of chariot were weapons
輟,stop:mend
錣,armor neckplates
鏗,clinking sound
鏝,soldering iron:trowel:curling iron:flat iron
钁,hoe
陂,levee:embankment:hill:slope
陬,corner
鞁,reins:saddle cover
饅,bean-jam dumpling:manjuu
馭,driving (horse)
駑,slow horse:foolish fellow
驟,run:suddenly
髮,hair
鬘,wig:hair piece
姶,good-looking:quiet
葦,reed:bullrush
或,some:one:or:possibly:a certain
袷,lined (kimono)
杏,apricot
偉,admirable:greatness:remarkable:conceited:famous:excellent
緯,horizontal:woof:left & right:(parallels of) latitude:prediction
違,difference:differ
遺,bequeath:leave behind:reserve
域,range:region:limits:stage:level
咽,throat:choked:smothered:stuffy
員,employee:member:number:the one in charge
韻,rhyme:elegance:tone
吋,inch
碓,pestle
唄,song:ballad
噂,rumor:gossip:hearsay
衛,defense:protection
園,park:garden:yard:farm
猿,monkey
薗,garden:yard:farm
遠,distant:far
塩,salt
回,-times:round:game:revolve:counter for occurrences
廻,round:game:revolve:go around:circumference
碍,obstacle
鎧,put on armor:arm oneself
嚇,menacing:dignity:majesty:threaten
各,each:every:either
格,status:rank:capacity:character:case (law, grammar)
確,assurance:firm:tight:hard:solid:confirm:clear:evident
閣,tower:tall building:palace
額,forehead:tablet:plaque:framed picture:sum:amount:volume
恰,just as:as though:fortunately
噛,chew:bite:gnaw
侃,strong:just:righteous:peace-loving
官,bureaucrat:the government:organ
棺,coffin:casket
漢,Sino-:China
環,ring:circle:link:wheel
管,pipe:tube:wind instrument:drunken talk:control:jurisdiction
還,send back:return
館,building:mansion:large building:palace
舘,mansion:large building:palace
含,contain:include:hold in the mouth:bear in mind:understand:cherish
癌,cancer:cancerous evil
岩,boulder:rock:cliff
喜,rejoice:take pleasure in
器,utensil:vessel:receptacle:implement:instrument:ability:container:tool:set
嬉,glad:pleased:rejoice
吉,good luck:joy:congratulations
桔,used in plant names
詰,packed:close:pressed:reprove:rebuke:blame
客,guest:visitor:customer:client
宮,Shinto shrine:constellations:palace:princess
給,salary:wage:gift:allow:grant:bestow on
局,bureau:board:office:affair:conclusion:court lady:lady-in-waiting:her apartment
僅,a wee bit
謹,discreet:reverently:humbly
吟,versify:singing:recital
喰,eat:drink:receive (a blow):(kokuji)
轡,bit (horse)
繰,winding:reel:spin:turn (pages):look up:refer to
群,flock:group:crowd:herd:swarm:cluster
郡,county:district
啓,disclose:open:say
憩,recess:rest:relax:repose
結,tie:bind:contract:join:organize:do up hair:fasten
喧,noisy:boisterous
硯,inkstone
絹,silk
吾,I:my:our:one's own
悟,enlightenment:perceive:discern:realize:understand
梧,Chinese parasol tree:phoenix tree
語,word:speech:language
喉,throat:voice
閤,small side gate
合,fit:suit:join:0.1
哉,how:what:alas:question mark:exclamation mark
鷺,heron
磁,magnet:porcelain
蔀,latticed shutters
舎,cottage:inn:hut:house:mansion
捨,discard:throw away:abandon:resign:reject:sacrifice
樹,timber:trees:wood:establish:set up
拾,pick up:gather:find:go on foot:ten
輯,gather:collect:compile
獣,animal:beast
恕,excuse:tolerate:forgive
哨,scout:sentinel
唱,chant:recite:call upon:yell
硝,nitrate:saltpeter
礁,reef:sunken rock
嘱,entrust:request:send a message
尋,inquire:fathom:look for
逗,stop
吹,blow:breathe:puff:emit:smoke
澄,lucidity:be clear:clear:clarify:settle:strain:look grave
聖,holy:saint:sage:master:priest
石,stone
碩,large:great:eminent
舌,tongue:reed:clapper
善,virtuous:good:goodness
繕,darning:repair:mend:trim:tidy up:adjust
膳,small low table:tray
噌,boisterous
礎,cornerstone:foundation stone
創,genesis:wound:injury:hurt:start:originate
操,maneuver:manipulate:operate:steer:chastity:virginity:fidelity
槍,spear:lance:javelin
燥,parch:dry up
藻,seaweed:duckweed
促,stimulate:urge:press:demand:incite
捉,catch:capture
足,leg:foot:be sufficient:counter for pairs of footwear
損,damage:loss:disadvantage:hurt:injure
啄,peck:pick up
拓,clear (the land):open:break up (land)
歎,grief:lamentation
短,short:brevity:fault:defect:weak point
知,know:wisdom
智,wisdom:intellect:reason
痴,stupid:foolish
蜘,spider
喋,talk:chat:chatter
柘,wild mulberry
吊,suspend:hang:wear (sword)
呈,display:offer:present:send:exhibit
碇,anchor:grapnel
程,extent:degree:law:formula:distance:limits:amount
哲,philosophy:clear
甜,sweet
吐,spit:vomit:belch:confess:tell (lies)
妬,jealous:envy
登,ascend:climb up
砥,whetstone:grindstone
塔,pagoda:tower:steeple
宕,cave
搭,board:load (a vehicle):ride
燈,lamp:light:counter for lights
痘,pox:smallpox
答,solution:answer
糖,sugar
豆,beans:pea:midget
踏,step:trample:carry through:appraise:evade payment
鐙,stirrup
頭,head:counter for large animals
闘,fight:war
噸,tonnage:(kokuji)
如,likeness:like:such as:as if:better:best:equal
倍,double:twice:times:fold
培,cultivate:foster
賠,compensation:indemnify
陪,obeisance:follow:accompany:attend on
筈,notch of an arrow:ought:must:should be:expected
蛤,clam
磐,rock:crag:cliff:wall (in a mine)
逼,urge:force:imminent:spur on
品,goods:refinement:dignity:article:counter for meal courses
富,wealth:enrich:abundant
部,section:bureau:dept:class:copy:part:portion:counter for copies of a newspaper or magazine
葺,thatch:cover:shingle:tile
蕗,butterbur:bog rhubarb
副,vice-:assistant:aide:duplicate:copy
幅,hanging scroll:width
福,blessing:fortune:luck:wealth
碧,blue:green
保,protect:guarantee:keep:preserve:sustain:support
菩,kind of grass:sacred tree
呆,be amazed:disgusted:shocked
剖,divide
吠,bark:howl:cry
釦,button
磨,grind:polish:scour:improve:brush (teeth)
哩,mile
麿,I:you:(kokuji)
民,people:nation:subjects
眠,sleep:die:sleepy
名,name:noted:distinguished:reputation
銘,inscription:signature (of artisan)
鳴,chirp:cry:bark:sound:ring:echo:honk
問,question:ask:problem
躍,leap:dance:skip
唯,solely:only:merely:simply
揖,bow with arms folded:come together:assemble
邑,village:rural community:right village radical (no. 163)
踊,jump:dance:leap:skip
洛,Kyoto:the capital
絡,entwine:coil around:get caught in
落,fall:drop:come down:village:hamlet
酪,dairy products:whey:broth:fruit juice
略,abbreviation:omission:outline:shorten:capture:plunder
呂,spine:backbone
賂,bribe
路,path:route:road:distance
露,dew:tears:expose:Russia
和,harmony:Japanese style:peace:soften:Japan
話,tale:talk
惑,beguile:delusion:perplexity
佶,healthy:correct
儔,companion:similar kind
刮,scrape off
剴,scythe:suitability
剳,sickle:stay:remain
呀,open one's mouth:bare one's teeth:empty
听,open-mouthed laughter:listen to:pound (sterling, lb)
吝,miserly:stingy:sparing
呎,foot
呱,cry
咀,bite:eat
咐,blow:command
哇,fawning child's voice:laughing child's voice
哈,school of fish:fish's mouth moving:exhaling sound
哂,derisive laugh:sneer
咾,voice
哘,(kokuji):invite:entice
唔,reading voice
哮,roar:howl:growl:bellow
哭,weep:moan:wail
哢,chirp:twitter:warble
售,sell:be popular
啖,eat
唸,groan:roar
唳,cry:honking of birds:droning of cicadas
啝,follow:childless
喙,beak
喀,vomit
咯,quarrel
喟,moan
啾,cry:whimper:neigh
喩,metaphor:compare
嗚,weep:ah:alas
嗅,smell:sniff:scent
嗄,hoarse
嗜,like:taste:modest
嗤,laugh:ridicule
嗷,noisy
嗾,sic'em:egg on:instigate
嘛,wheat
嗹,voluble:garrulous
噐,vessel:receptacle:implement:instrument:ability
噫,exclamation:burp:belch
噤,shut up
噪,be noisy
嚀,kindness
嚊,breathing through the nose:snorting:wife:one's old lady
嚶,chirping:birds singing together
嚼,bite
囁,whisper:murmur
圄,prison:arrest
國,country
圍,enclose:surround:encircle:preserve:store:keep
圓,yen:circle:round
圖,drawing:plan
圜,round:go around
堡,fort
壽,longevity:congratulations
娟,beauty of face
嫦,proper name
寤,awake:understand
寰,imperial domain:world
岷,name of a Chinese river:name of a Chinese mountain
峇,mountain cave
嵒,rock
嶝,hill:uphill path
幃,bag
幗,woman's head covering:veil
廚,kitchen
廱,mild:congenial:block:obstruct
彭,swelling:sound of drum
徊,wandering
恪,carefulness
恬,composure
悁,anger:worry:impatience
悒,be depressed
悋,stingy
愍,pity:mercy:compassion
慥,certainly:doubtless
憇,rest:take rest
懆,unease
扣,knock:strike:rap:tap:button
拿,catch:arrest
挌,strike:hit:fight
拮,be imminent
捐,throw away
搶,thrust:poke:come together:assemble
擱,lay down:put down
擣,pound
晤,clear
檮,stump:foolish:ignorant
